headline,label,category
Trump EXPLODES As Obama Drops The Most DEVASTATING Truth Bomb On Him And GOP,1,News
CHARLIE DANIELS ON OBAMA’S FINAL YEAR: “Never send a boy to do a man’s job.”,1,politics
Iran military chief of staff says not acceptable for Israel to violate Syria,0,worldnews
Putin orders Foreign Ministry to sue U.S. over seizure of diplomatic property,0,worldnews
"Trump Continues Racist Birtherism, Won’t Say President Obama Is An American",1,News
Don’t Freak Out – Clinton’s Odds Of Beating Trump Are 3 To 1,1,News
Certain flight crew barred from U.S. entry after Trump order: IATA memo,0,politicsNews
Sergeant Bergdahl says 'fantastic' plan crumbled hours after leaving post,0,politicsNews
Industry questions higher insurance costs under Republican plan,0,politicsNews
TRUMP SUPPORTERS FIGHT BACK! CA Congresswoman Walks Off Stage After Trump Supporters Shout “We love Trump”…”Respect Our President” [VIDEO],1,politics
Aid officials 'gravely concerned' over fate of relocated Islamic State families in Iraq,0,worldnews
Philippine ombudsman files criminal case against ex-president Aquino,0,worldnews
Gov. Cuomo Defends Not Endorsing Mayor de Blasio…Speaks Up On ‘Offensive Statues’ Of Christopher Columbus,1,politics
Exclusive: Iran's Revolutionary Guards arrest more dual nationals,0,worldnews
Britain seeks new ways to detect explosives in airports,0,worldnews
McCain says he 'misspoke' in blaming Obama for attacks on Americans,0,politicsNews
LIZ WARREN CALLED OUT For Crazy Claim Steve Bannon is a “White Supremacist” [Video],1,politics
TRUMP LAUNCHES GRENADE AT TAX AND SPEND WASHINGTON: “Under Budget And Ahead Of Schedule…You Don’t Hear Those Words Too Often In Government…But You Will” [Video],1,politics
Rubio ends White House bid after humbling home-state loss,0,politicsNews
Russia says Trump's 'aggressive' stance on Iran doomed to fail,0,politicsNews
Chuck Todd GRILLS Trump For Attacking Clinton: ‘Your First Divorce Was Ugly’ (VIDEO),1,News
ECHR orders Greece to pay damages over probe of death in wiretap case,0,worldnews
Women In The World Founder Has The PERFECT Description For Trump’s Crazy Presidency (VIDEO),1,News
TRUMP CHALLENGES FAKE MEDIA: “Are we going to take down Statues of George Washington?” [Video],1,politics
Texas Republicans ACTUALLY Claim Their Awful ‘Bathroom Bill’ Doesn’t Target Transgender People,1,News
Britain's Boris Johnson jokes about dead bodies in Libya,0,worldnews
"Trapped by landmines and a creek, Rohingya languish in no-man's land",0,worldnews
MORE CLASS FROM THE LEFT: Topless Hillary Supporters Protest Trump Inside Polling Place [Video],1,politics
Hungary says it is facing 'frontal assault' from U.S. financier Soros,0,worldnews
South African appeals court more than doubles Pistorius sentence,0,worldnews
NEW YORK GOV CUOMO Thinks He’s The Boss of You: Bans Travel To Mississippi!,1,politics
“RACIST” CONSERVATIVE Viewers Of The O’Reilly Factor Have Raised Over $600K To Help Fund Black College Band’s Trip To Trump Inauguration…Leftist HATERS Go Ballistic! [VIDEO],1,politics
"Arrested For Being Sick, Utah Man Dies In Jail",1,News
"Chicago police, lawmakers seek harsher sentences for gun offenders",0,politicsNews
U.N. medics see evidence of rape in Myanmar army 'cleansing' campaign,0,worldnews
"TRUMP TO END FUNDING For Taxpayer-Funded, Leftist Propaganda Public Broadcasting Corp.",1,politics
Hannity Gets The ‘Snowflake’ Treatment After Melting Down Over Being Mocked In Satire Piece,1,News
GOP Senator Has Shockingly Irresponsible Response To News Of Russia’s Election Meddling (TWEET),1,News
WARNING: FEDS PREDICT $30 TRILLION DOLLAR DEBT Because Of These Two Key Things,1,politics
WATCH: FORMER PUERTO RICO Governor HUMILIATES Pouting MSNBC Host Mika Brzezinski For Putting Her Hate For Trump Before Needs Of Hurricane Victims,1,politics
Democrat Hillary Clinton calls Orlando shooting 'an act of terror',0,politicsNews
Trump Advisers Explain Why He Didn’t Practice For Debate And It’s INSANE (TWEETS),1,News
WHOA! NEW EVIDENCE SHOWS Supreme Court Chief Justice Roberts Was “Hacked” By Obama Regime In Same Surveillance Program That Spied On Private Citizen Donald Trump,1,politics
TRUMP WOULD FEED CHINESE PRESIDENT MCDONALD’S…Obama’s Treat Human Rights Violators To Over-the-Top State Dinner With Facebook Pal Mark Zuckerberg,1,politics
Trump's son clarifies 'gas chamber' comment after criticism,0,politicsNews
Obama expected to sign bill on Zika drug development: White House,0,politicsNews
Trump Halts Travel In New Executive Order,1,US_News
Difficult migration debate looms as African and EU leaders meet,0,worldnews
Turkish asylum applications in Germany jump 55 percent this year,0,worldnews
Nationalists facing wipe out in Australian state election,0,worldnews
Franken to make 11:45 a.m. announcement after harassment accusations,0,politicsNews
Border crossing closed as body of Pakistani diplomat shot in Afghanistan returned,0,worldnews
Canada's Liberals win Quebec seat in sign of pre-election strength,0,worldnews
Trump’s SCOTUS Nominee Has DISTURBING History Of Open Misogyny,1,News
Iran's Rouhani: Tehran-Moscow cooperation needed to restore peace in Syria,0,worldnews
Racist Swarm Fox News In Response To Protests In Charlotte And Their Comments Are Deplorable,1,News
BOOM! This One Picture Will Show You the Difference Between President Trump and President Obama,1,politics
WATCH: Paul Ryan Reveals This Really Weird Reason He Hated President Obama’s SOTU Speech (VIDEO),1,News
Nepal votes in final round of polls at the end of long democratic transition,0,worldnews
Varadkar bounce gives Ireland's Fine Gael eight-point poll lead,0,worldnews
Five Cops Handcuff Dr. Dre At His Home Because A Racist White Guy Claimed He Had A Gun (VIDEO),1,News
Puerto Rico creditors cancel lawsuit after governor's emergency order,0,politicsNews
Trump Supporter ADMITS To Being Racist After Black Reporter Confronts Him (VIDEO),1,News
The 7 Biggest Republican Lies About The Economy Torn Apart In Three Minutes (VIDEO),1,News
"Ten days to crack Brexit deal, EU tells May",0,worldnews
You Have To See Ammon Bundy’s Ridiculous Press Conference In Oregon (VIDEO),1,News
WATCH: TEACHER CAUGHT ON VIDEO Calling Trump T-shirts “Swastika”…DEMANDS Students Turn Them Inside Out,1,politics
"As tensions escalate, Cruz calls Trump a 'sniveling coward'",0,politicsNews
“KILL YOUR A$$”: Florida Lefty Threatens GOP Congressman…Gets A Dose Of Karma!,1,politics
Climate change looms large in Obama's final trip to Asia,0,politicsNews
Israeli challenges German court ruling on Kuwait air travel ban,0,worldnews
"BOOM! CAMPING WORLD CEO TELLS TRUMP SUPPORTERS To Shop Elsewhere…NASCAR Legend Cancels $150,000 Order",1,politics
"Keith Olbermann to Betsy DeVos: “The Hurricane is Going to Do Less Damage to Schools Than You Are, Motherf*cker”",1,politics
"Facebook will help investigators release Russia ads, Sandberg tells Axios",0,politicsNews
Saudi minister visits north Syria for Raqqa talks,0,worldnews
"Factbox: How Senate, House Obamacare overhaul bills compare",0,politicsNews
Clinton camp says FBI should say what it knows about Trump's Russia ties,0,politicsNews
Tens of thousands march to defend Hong Kong's rule of law against China,0,worldnews
White House proposes to privatize air traffic control,0,politicsNews
Republican Senator Hatch rejects bipartisan healthcare deal,0,politicsNews
Lawmakers say Ross defers to Trump on U.S. steel tariff timing,0,politicsNews
[VIDEO] FED UP DRIVER IN SUV PLOWS THROUGH FERGUSON PROTESTERS BLOCKING BUSY HIGHWAY… #DontPlayInTheStreets,1,left-news
"Britain, EU agree on divorce bill, Northern Ireland, citizens' rights: joint report",0,worldnews
NAILS IT! MIKE ROWE On Why Trump Won…Hillary Supporters Won’t Like This! [Video],1,politics
British PM May forces her deputy to resign over pornography scandal,0,worldnews
MIKE PENCE BOOED By Bitter Liberals At Broadway Show Hamilton…Lectured To By Lead Actor [Video],1,politics
Ex-convict coal magnate says to run for Senate,0,politicsNews
Trump recognition of Jerusalem as Israeli capital would fuel violence: Arab League,0,worldnews
Morneau Shepell​ sees no impact from pension legislation,0,worldnews
Maine’s Governor Somehow Gets More Racist: I Can’t Understand Indian People Without Interpreter,1,News
Breitbart Attacked Jake Tapper And His Hilarious Response Shut Them Up (TWEETS),1,News
Seth Meyers Just Banned Donald Trump From Appearing On His Show – It’s Absolutely Amazing (VIDEO),1,News
Court allows Democratic states to defend Obamacare payments,0,politicsNews
What Obama Said At His First Mosque Visit Will Drive The Right Insane (VIDEO),1,News
TWITTER CLAIMS They’re Cracking Down On “Hate Speech”…But Allows “I Hope Trump Is Assassinated” To Trend,1,politics
Ghana gas depot blast kills at least six: fire service,0,worldnews
"No U.S.-Russia cyber unit without Trump notifying Congress, bill says",0,politicsNews
"WOW: Republican NYT Columnist QUITS GOP, Rips Trump To Pieces In Must-Read Rant",1,News
Mulvaney has legal standing take charge of U.S. Consumer Financial Protection Bureau: White House,0,politicsNews
Factbox: Trump on Twitter (December 7) - Pearl Harbor Remembrance Day,0,politicsNews
New 9/11 Trailer – Featuring Charlie Sheen and Whoopi Goldberg,1,US_News
"As Obamacare repeal falters, insurers start to press on subsidies",0,politicsNews
HILLARY WORKER From California CAUGHT On Video Committing Voter Fraud In Nevada,1,left-news
Former Trump campaign adviser denies encouraging aide on Russia dealings,0,politicsNews
France's Macron says world is losing battle against climate change,0,worldnews
"Trump Whines About Late Night Hosts Making Jokes About Him, Accuses Them Of Conspiring With Democrats",1,News
"Pope asks Trump to be peacemaker, gives him environmental letter",0,politicsNews
Trump: 'Tinge' of sadness over losing Iowa,0,politicsNews
"Trump’s EPA OKs Pesticide That Causes Brain Damage In Children, Now Farmworkers Are Getting Sick",1,News
USDA MIGHT WANT TO RETHINK REMOVING COUNTRY OF ORIGIN FROM MEAT AFTER CHINESE MEATPACKERS BUSTED FOR THIS…,1,Government News
"Hackers targeted Trump campaign, Republican Party groups: sources",0,politicsNews
"Whoopi Goldberg Was Confused For Oprah At The Oscars, Twitter Hilariously Responds (TWEETS)",1,News
Major Corporation Leaves South Carolina After Republican Introduces Anti-LGBT Bill,1,News
Civil rights pioneer to eschew museum opening after Trump says will attend,0,politicsNews
Trump’s Kids Thought They Could Post This Without The Internet Perfectly Mocking Them (TWEETS),1,News
"Ivanka Trump Shares Famous Jewish Quote, But Hilariously Credits Harry Potter Star (IMAGE)",1,News
Trump raises about $90 million in August,0,politicsNews
"Trump Told FBI To Kill Stories About His Connections To Putin, They Said No",1,News
"U.S. national security handover to Trump bumpy, officials say",0,politicsNews
Voter confidence in UK handling of Brexit ebbs away: ORB poll,0,worldnews
GEORGIA REPUBLICAN CANDIDATE’S Neighborhood Blocked Off After Threatening Discovery in Mailboxes: “Your neighbor Karen Handel is a dirty fascist”,1,politics
Togo forces fire tear gas to disperse Gnassingbe opponents,0,worldnews
Venezuela VP makes clearest indication yet that Maduro will run in 2018,0,worldnews
Eric Trump Sent Fundraising Email Showing Trump Winning–There’s Just One Problem,1,News
Catalan pro-independence parties working on independence declaration: El Mundo,0,worldnews
FBI expects Clinton documents will not be released without its OK,0,politicsNews
WHY DECISION To Cut Off Gas Deliveries To Trump Supporters By Gas Co Owner In Maine Will Probably Destroy His Business [AUDIO],1,politics
WATCH: Sexist Breitbart Editor Gets His A** Handed To Him By ABC Reporter,1,News
Detroit Suburb Elects First Muslim Majority City Council In America [VIDEO],1,politics
Few expect Trump's 15-percent corporate tax rate: Deloitte survey,0,politicsNews
BREAKING: TRUMP Just Made A HUGE Announcement…Proving He’s The Only Candidate Who Truly Believes #BlackLivesMatter,1,politics
After Margaret Cho Calls George W. Bush What He Actually Is The Maher Panel ERUPTS (VIDEO),1,News
SARAH HUCKABEE-SANDERS Destroys Room Full Of Fake News Reporters…Encourages Every American To Watch Video Exposing #VeryFakeNews CNN [VIDEO],1,politics
Merkel wants clear line on eurozone reform in German coalition talks,0,worldnews
Chelsea Manning says she was denied entry to Canada,0,worldnews
"Reuters News Agency Declares War On Trump In The Most PERFECT Way, Trump HUMILIATED",1,News
UK's Brexit withdrawal bill to be debated from December 4,0,worldnews
Spain state prosecutor asks for custody for Catalan police chief: High Court,0,worldnews
THESE “POLLS” DON’T LIE! HILLARY PLANS HUGE Black Baptist Church Rally…Massive Number Of Empty Seats…Workers Forced To “Shrink” Room,1,politics
"EVERY State In America Just Turned On Trump, This Is A Major ‘F*ck You’ To POTUS (DETAILS)",1,News
U.S. policy changes on Cuba will be tough to undo: official,0,politicsNews
U.S. Treasury outlines sweeping reform of capital markets,0,politicsNews
Sander’s Campaign Manager Literally Stole An ‘Onion’ Story To Throw Clinton Under The Bus (VIDEO),1,News
"Bigot Cashier LOSES IT On Gay Customer, Refuses Service (VIDEO)",1,News
School Employee Calls For Killing LGBTQ People At Pride Festival (VIDEO),1,News
Immigration win for Republicans could help Clinton in the end,0,politicsNews
"If You Love Veterans So Much, Trump, Why Did You Try To Sweep Them Into The Gutter?",1,News
"Florida Republican To Black Voters: ‘If You Don’t Like It Here, Go Back To Africa’",1,News
"FULL SPEECH: Donald Trump Speaks to 20,000 PLUS In Mobile, AL",1,politics
"No, m'lud: Brexit stymies EU judges' English conversion",0,worldnews
Bullets and burns: Portraits of injured Rohingya refugees,0,worldnews
Trump declines to say if he will visit Korean DMZ on Asia trip,0,politicsNews
CHAFFETZ CALLS FOR SESSIONS TO RESIGN: “It’s time to go…some deep systemic problems” [Video],1,politics
"Ninety-Year-Old Senator Finds Love Again, This Time With A Man",1,News
WATCH: Donald Trump Calls For Hillary Clinton To Be SHOT AND KILLED,1,News
Trump Just Added A White Nationalist To His Official Convention Team,1,News
President Obama Gets His Troll Game On By Thanking Trump And Cruz For This Hilarious Reason,1,News
Trump Gets An Epic F**ck You From Britain Over His White Supremacist Retweets,1,News
Twitter Destroyed Trump For This Racist Comment During His Victory Speech (VIDEO),1,News
